rice_lat,rice_lon
39.0454576,-121.4992171
39.10024109,-121.5313008
38.91286391,-121.6188164
39.02839055,-121.4744979
39.12034891,-121.4816906
39.07227443,-121.443885
38.94727566,-121.5143123
39.0326577,-121.5381843
39.11143041,-121.4844372
39.10889965,-121.4614346
38.96238047,-121.695034
39.05194693,-121.5249096
38.81776047,-121.5948061
38.85705323,-121.5215233
38.85551595,-121.5784291
39.11608706,-121.4713909
38.9918728,-121.5052626
38.95570631,-121.7611683
38.84325456,-121.494772
39.00834445,-121.7166467
39.13859203,-121.4899304
39.08000365,-121.4564163
39.1353965,-121.4798023
38.90455717,-121.513263
39.06341049,-121.4044033
39.04665747,-121.4207679
39.1267412,-121.4634945
38.99268376,-121.5207401
39.11662485,-121.5062382
38.82471507,-121.5891858
39.10024109,-121.5313008
38.91337328,-121.4238274
39.09038237,-121.4410069
39.01968171,-121.752524
39.0724077,-121.464141
39.02879061,-121.4909774
38.94834369,-121.5021243
39.06487662,-121.4541851
38.92951723,-121.4938846
38.97841652,-121.6467972
39.07493978,-121.4389068
38.8680789,-121.4950669
38.97786209,-121.7235745
39.05074715,-121.5202747
39.05867632,-121.71475
39.20309805,-121.578034
38.96667224,-121.6785545
38.92697995,-121.53268
38.82760982,-121.5534802
39.04064483,-121.7224747
39.10956565,-121.4768841
39.05367992,-121.5412174
39.08261733,-121.721893
39.03279104,-121.4896041
38.84823013,-121.5198067
39.09038237,-121.4482167
39.12727386,-121.4876988
39.01402769,-121.4761081
39.02772379,-121.5323478
38.99467459,-121.4980528
39.04305779,-121.504367
39.05407983,-121.531261
38.98032066,-121.4237514
39.14863092,-121.4751675
39.10330501,-121.4411785
38.95261567,-121.501266
38.99467459,-121.4980528
39.13845889,-121.4923336
38.9685767,-121.4654651
39.01829571,-121.4886394
39.04701437,-121.5259395
39.12474871,-121.5058949
38.96667224,-121.6785545
39.10583598,-121.4844372
38.96049145,-121.4959445
38.90749599,-121.4308656
38.88079137,-121.6239885
39.06341049,-121.4044033
38.87462766,-121.5283692
39.14942967,-121.4780857
39.00834445,-121.7166467
39.14663401,-121.4755108
39.09997466,-121.5144779
39.06154445,-121.4548717
38.92995882,-121.6217346
39.01652974,-121.3545719
39.00028827,-121.532413
39.11622025,-121.4813473
39.09984144,-121.5254643
38.9235238,-121.4210809
39.09504545,-121.5271809
38.93245502,-121.4473643
39.02639024,-121.5337211
38.87596407,-121.4833939
39.13046977,-121.479459
38.96577387,-121.4709583
39.07947062,-121.4498931
39.02848351,-121.6927858
38.89894634,-121.4928353
38.96667224,-121.6785545
39.01641806,-121.5373633
39.21848777,-121.5521737
39.21147794,-121.5660177
38.84940454,-121.560175
39.17392097,-121.5691682
38.92965077,-121.5366283
38.9425615,-121.4261663
38.85047405,-121.5375157
39.01652974,-121.3545719
39.09997466,-121.5144779
39.06920917,-121.4608795
39.06207761,-121.5388141
39.10183968,-121.4640095
39.13313291,-121.5019467
39.04665747,-121.4207679
39.14490331,-121.4830639
39.0119459,-121.7104669
39.08718464,-121.4746525
39.08634823,-121.7136533
38.81093895,-121.5881113
39.17964306,-121.5485688
38.90749599,-121.4308656
38.98107529,-121.5277782
38.9512807,-121.5186038
38.93619385,-121.490108
39.07947062,-121.4498931
39.14258625,-121.4849522
39.09464577,-121.5302708
39.14863092,-121.4751675
39.05168032,-121.5343509
39.19254934,-121.5635034
39.07687112,-121.4552151
39.06567632,-121.4624248
39.14490331,-121.4830639
39.04145788,-121.4290076
39.10889965,-121.4614346
39.02292289,-121.5383559
39.01829571,-121.4886394
39.01652974,-121.3545719
38.95543933,-121.6946907
39.09424609,-121.5203144
38.83416231,-121.5045567
39.11662485,-121.5062382
38.91962706,-121.5208155
39.13473074,-121.4835789
39.12474871,-121.5058949
38.90455717,-121.513263
39.17192478,-121.5719148
39.10157325,-121.5441754
39.06947572,-121.4488632
39.02438987,-121.5138084
39.08000365,-121.4564163
38.95234868,-121.4616122
38.8624652,-121.5027917
39.09397963,-121.4461567
39.10330501,-121.4411785
39.22796879,-121.5653311
38.96577387,-121.4709583
39.11156361,-121.5390255
39.18363495,-121.5576669
39.01541378,-121.750464
39.0326577,-121.5381843
38.90749599,-121.4308656
39.00834445,-121.7166467
38.98107529,-121.5277782
39.03494578,-121.7226464
39.01758818,-121.5326911
38.97626079,-121.5316985
39.06487662,-121.5386425
38.99735329,-121.5042606
38.83977825,-121.5050717
39.11662485,-121.5062382
39.11622025,-121.4813473
39.12794473,-121.4945652
38.87623135,-121.5501702
39.05647926,-121.532291
38.91150328,-121.4396203
39.12114798,-121.4713909
39.11942169,-121.5053799
38.90749599,-121.4308656
39.12448237,-121.4940502
38.98032066,-121.4237514
38.91652146,-121.4179265
38.91455931,-121.556026
38.9188494,-121.4562714
38.95688739,-121.4548221
39.02318962,-121.5174132
38.88037403,-121.4787591
38.89464744,-121.5084558
39.10157325,-121.5441754
39.08066992,-121.4380485
39.19760476,-121.5719148
39.05021391,-121.4586483
38.96724203,-121.4285579
39.01829571,-121.4886394
39.18802576,-121.5662499
39.12727386,-121.4876988
38.95850954,-121.7429276
38.95034621,-121.4372363
38.87623135,-121.5501702
39.05194693,-121.5249096
38.88358111,-121.5501702
38.96724203,-121.4285579
