lat,lon,Methan_june11,Methane_june26,Methane_Aug,Methane_Jan,WUE_june11,WUE_june26,WUE_Aug,WUE_Jan,,ET_june11,ET_june26,ET_Aug,ET_Jan,Nitrogen_june11,Nitrogen_june26,Nitrogen_Aug,Nitrogen_Jan,,GPP_june11,GPP_june26,GPPAug,GPP_Jan
38.97972077,-121.6037301,,1891.845344,1902.33988,1896.902482,2.861788618,1.773049645,2.144329897,2.736842105,,123,141,97,19,54.51335526,48.71815872,48.56472397,54.22497177,,352,249.9999999,208,52
38.97985422,-121.6196946,1873.594361,1892.362777,1902.060736,1896.738337,3.208333333,1.678343949,2.297029703,4.35,,120,157,101,20,59.18491745,66.49951935,58.40110016,53.54010773,,385,263.5,232,87
38.98032127,-121.6365174,1873.59436,1893.286871,1904.399791,1902.488831,3.066929134,2.1796875,3.012195122,14,,127,128,82,7,54.26272583,56.80998611,48.48114014,55.4189415,,389.5,279,247,98
38.98036854,-121.5672789,1886.651626,1888.48032,1900.501771,1897.078461,2.988721805,1.873376623,2.25862069,2.619047619,,133,154,116,21,61.72171402,55.0684967,53.47661209,52.9991188,,397.5000001,288.4999999,262,55
38.98040314,-121.6274313,1873.59436,1894.70951,1903.98582,1900.172986,4.369047619,2.596153846,3.623376623,5.277777778,,84,104,77,18,50.05945969,44.5606308,52.38660812,61.36351395,,367,270,279,95
38.98067002,-121.6238264,1873.59436,1894.70951,1903.98582,1900.172986,3.181818182,1.923357664,2.367346939,4.35,,121,137,98,20,57.6946907,53.95439529,56.26357651,56.03213882,,385,263.5,232,87
38.98207115,-121.6305212,1873.59436,1893.286871,1904.399791,1902.488831,3.528846154,2.389380531,4.359375,5.9375,,104,113,64,16,49.78911209,47.11751938,51.19451904,58.68777847,,367,270,279,95
38.98240475,-121.6243414,1873.59436,1894.70951,1903.98582,1900.172986,3.468468468,2.108,2.697674419,4.35,,111,125,86,20,60.36556244,54.28570175,60.15375519,54.09738922,,384.9999999,263.5,232,87
38.98267163,-121.6267447,1873.59436,1894.70951,1903.98582,1900.172986,3.85,2.214285714,2.697674419,4.578947368,,100,119,86,19,53.53236389,48.69679642,55.31958389,61.39767456,,385,263.5,232,86.99999999
38.98300522,-121.5996222,1873.594351,1892.531193,1899.566197,1895.650146,12.44186047,10.80882353,10.45833333,2.882352941,,43,34,24,17,54.57495499,48.63283539,47.62992096,64.10852051,,535.0000002,367.5,250.9999999,49
38.98300522,-121.598163,1873.594351,1892.531193,1899.566197,1895.650146,11.88888889,9.423076923,9.653846154,2.882352941,,45,39,26,17,53.35475922,48.36992264,48.50419617,64.65080261,,535.0000001,367.5,251,49
38.98314446,-121.6493887,1873.59436,1891.582303,1905.06207,1902.488831,3.272727273,2.038709677,2.455284553,5.277777778,,121,155,123,18,56.41074753,58.8810997,58.35784149,55.49198914,,396,315.9999999,302,95
38.98405758,-121.6460446,1873.59436,1891.582303,1905.06207,1902.488831,3.381818182,2.188461538,3.280898876,6.125,,110,130,89,16,53.96523666,49.54878616,50.14652252,54.67279434,,372,284.4999999,292,98
38.98425773,-121.6479329,1873.59436,1891.582303,1905.06207,1902.488831,3.35483871,2.149659864,2.547169811,6,,124,147,106,17,56.92147446,56.36746979,55.49382019,54.88962173,,416,316,270,102
38.98429675,-121.5694999,1886.651626,1888.48032,1900.501771,1897.078461,3.730088496,2.533898305,2.782608696,3.894736842,,113,118,92,19,56.60093307,53.23387527,52.37188721,56.3543663,,421.5,299,256,74
38.98433959,-121.627088,1873.59436,1894.70951,1903.98582,1900.172986,3.189655172,1.94921875,2.755555556,5.526315789,,116,128,90,19,57.16357803,57.67951202,52.90485764,53.96617126,,370,249.5,248,105
38.98445788,-121.6502503,1873.59436,1891.57618,1905.251273,1902.488831,3.382113821,1.938650307,2.368421053,5.666666667,,123,163,114,18,56.70121384,58.3147583,56.48558426,54.77178192,,416,316,270,102
38.98497217,-121.5704546,1879.212551,1889.092375,1899.135893,1895.731554,3.866972477,2.392,2.909090909,4.352941176,,109,125,88,17,55.18954849,51.73069763,51.95330811,52.17242432,,421.5,299,256,73.99999999
38.98572551,-121.6480187,1873.59436,1891.582303,1905.06207,1902.488831,3.1,2.003521127,2.728971963,5.764705882,,120,142,107,17,58.34869385,57.4605751,56.16144562,58.47460938,,372,284.5,292,97.99999999
38.98580737,-121.6308645,1873.59436,1893.286871,1904.399791,1902.488831,3.217391304,2.012096774,3.306666667,5.25,,115,124,75,20,55.93332672,57.00447845,53.95779419,54.84048462,,370,249.5,248,105
38.98674139,-121.6132693,1873.594394,1894.663564,1902.042044,1895.650146,3.318897638,2.033333333,3.204545455,2.631578947,,127,135,88,19,58.54454422,54.39910507,52.0745163,53.58769226,,421.5,274.5,282,49.99999999
38.98752683,-121.666129,1873.59436,1891.579307,1905.276512,1902.488831,2.955752212,1.650684932,1.951456311,3.333333333,,113,146,103,21,56.82479477,52.71063232,58.17905045,66.15189362,,334,241.0000001,201,69.99999999
38.9876754,-121.6272597,1873.59436,1894.70951,1903.98582,1900.172986,3.337837838,2.221774194,2.717647059,6.941176471,,111,124,85,17,57.52698135,56.17459488,55.49370575,54.04727554,,370.5,275.5000001,231,118
38.98772697,-121.6475896,1873.59436,1891.582303,1905.06207,1902.488831,3.897058824,2.529661017,3.386363636,7.133333333,,102,118,88,15,50.01059341,48.78131485,53.45593643,55.75975418,,397.5,298.5,298,107
38.98779369,-121.6694764,1873.59436,1891.579307,1905.276512,1902.488831,2.736842105,1.509803922,1.647540984,2.761904762,,114,153,122,21,59.01176071,52.29941559,58.56234741,65.64420319,,312,231.0000001,201,58
38.98863327,-121.5677832,1886.651626,1888.48032,1900.501771,1897.078461,3.82421875,2.335616438,2.472222222,5.647058824,,128,146,108,17,55.58004379,56.97822571,50.18157196,53.85705948,,489.5,340.9999999,267,96.00000001
38.98890012,-121.5779113,1879.212551,1889.092375,1899.135893,1895.731554,3.682926829,2.127659574,1.887931034,13.44444444,,164,188,116,9,58.56789017,69.54676056,47.45310593,50.48186874,,604,399.9999999,218.9999999,121
38.98903355,-121.5652083,1886.651626,1888.48032,1900.501771,1897.078461,3.652985075,2.118012422,2.170731707,5.052631579,,134,161,123,19,58.09566498,60.78242493,51.98913193,55.05303574,,489.5000001,340.9999999,267,96
38.98916698,-121.577053,1879.212551,1889.092375,1899.135893,1895.731554,3.682926829,2.094240838,1.871794872,9.307692308,,164,191,117,13,58.8819809,70.70028687,48.63912201,48.94560623,,604,400.0000001,219,121
38.98947667,-121.6233973,1873.59436,1894.70951,1903.98582,1900.172986,3.112,1.852517986,2.557894737,7.588235294,,125,139,95,17,56.86866379,60.27325821,49.33860016,50.90480042,,389,257.5000001,243,129
38.98970068,-121.5802287,,1889.643751,1899.087769,1895.651467,3.638554217,2.298850575,2.027777778,7.117647059,,166,174,108,17,53.09024429,61.48237228,47.23339844,48.09760666,,604,400.0000001,219,121
38.99016767,-121.5706157,1887.017866,1889.929352,1899.375454,1895.804394,3.329931973,2.2,2.342105263,8,,147,155,114,12,58.39797592,52.64579391,49.13647079,49.49079895,,489.5,341,267,96
38.99107776,-121.6242556,1873.59436,1894.903294,1905.581039,1898.423195,3.015503876,1.950757576,2.963414634,7.166666667,,129,132,82,18,59.7371521,63.0152626,48.07284546,50.83662796,,389,257.5,243,129
38.99214514,-121.6340403,1873.59436,1893.81332,1905.292151,1902.488831,2.98245614,2.18220339,3.383561644,4.4,,114,118,73,20,50.77433777,53.79828262,49.34090805,55.36851883,,340,257.5,247,88
38.99241198,-121.6309504,1873.59436,1893.81332,1905.292151,1902.488831,3.033613445,2.119230769,2.833333333,6.166666667,,119,130,84,18,54.66857529,58.35116196,48.79246521,53.5585022,,361,275.5,238,111
38.9927694,-121.5784263,1887.017866,1889.929352,1899.375454,1895.804394,3.655688623,1.772972973,1.879310345,8.714285714,,167,185,116,14,59.84291458,56.0981636,54.88005066,48.82470322,,610.5,328,218,122
38.99381288,-121.6314654,1873.59436,1893.81332,1905.292151,1902.488831,3.373831776,2.258196721,3.173333333,6.166666667,,107,122,75,18,52.70141983,53.64894485,46.95220184,55.24803162,,361,275.5,238,111
38.99394629,-121.6033129,1873.59436,1894.566337,1903.551103,1895.650146,3.772727273,2.061068702,2.595959596,5.947368421,,110,131,99,19,54.3778801,53.94499588,51.7108345,62.48275757,,415,270,257,113
38.99407971,-121.6341261,1873.59436,1893.81332,1905.292151,1902.488831,3.311926606,2.087121212,2.975,6.529411765,,109,132,80,17,51.58420944,59.84973526,49.40988159,53.70906067,,361.0000001,275.5,238,111
38.99414642,-121.5974764,1873.594406,1891.668719,1899.627808,1895.650146,3.71484375,1.82885906,2.073394495,10.21428571,,128,149,109,14,59.42089462,54.42438507,51.16950607,58.22491837,,475.5,272.4999999,226,142.9999999
38.99421313,-121.6019396,1873.59436,1894.566337,1903.551103,1895.650146,5.845070423,3.033707865,3.835820896,5.947368421,,71,89,67,19,54.96113586,50.78765106,51.48477173,66.59703064,,415,270,257,113
38.99530432,-121.5759372,1887.017866,1889.929352,1899.375454,1895.804394,2.990740741,2.367741935,2.441441441,5.529411765,,162,155,111,17,57.81349945,64.86819458,64.36376953,49.83430099,,484.5,366.9999999,271,94.00000001
38.99570457,-121.576538,1887.017866,1889.929352,1899.375454,1895.804394,2.784482759,2.109195402,2.053030303,5.222222222,,174,174,132,18,63.48620224,55.4372673,61.59157944,51.01634216,,484.5000001,366.9999999,271,94
38.99601423,-121.6337828,1873.59436,1893.81332,1905.292151,1902.488831,3.415254237,2.091240876,2.872093023,5.882352941,,118,137,86,17,58.18284988,55.38193512,53.62684631,49.17307663,,403,286.5,247,100
38.99601423,-121.6306929,1873.59436,1893.81332,1905.292151,1902.488831,4.579545455,3.015789474,4.049180328,6.666666667,,88,95,61,15,51.71465302,53.61569595,47.53878021,60.44140625,,403,286.5,247,100
38.99608094,-121.5975622,1873.594406,1891.668719,1899.627808,1895.650146,3.931034483,2.325581395,2.81443299,5.882352941,,116,129,97,17,57.73356247,52.14675903,51.8348732,58.03265762,,456,300,273,100
38.99695392,-121.6402049,1873.59436,1892.337803,1905.310097,1902.488831,3.25,1.603773585,2.389830508,5.625,,132,159,118,16,53.59335327,54.46392059,52.5078125,52.84087753,,429,255,281.9999999,90
38.99721494,-121.6334395,1873.59436,1893.81332,1905.292151,1902.488831,3.415254237,2.046428571,2.655913978,6.25,,118,140,93,16,57.82201004,55.33963394,52.67140579,50.98907852,,403,286.4999999,247,100
38.99810598,-121.5734481,1887.017866,1889.929352,1899.375454,1895.804394,8.538461538,8.041666667,8.321428571,4.777777778,,39,36,28,18,49.59799194,49.89359283,49.40435028,60.62862778,,333,289.5,233,86
38.99935529,-121.6319651,1873.59436,1893.81332,1905.292151,1902.488831,3.376068376,2.197674419,2.602409639,6.4375,,117,129,83,16,57.45027924,56.73757172,53.48105621,53.71409988,,395,283.5000001,216,103
39.00068935,-121.6404624,1890.245915,1893.960398,1905.739564,1903.891836,3.268292683,1.660714286,2.00990099,6.133333333,,123,140,101,15,51.87569427,52.19699478,51.29899597,54.44628143,,402,232.5,203,92
39.00142307,-121.6475005,1890.245915,1893.960398,1905.739564,1903.891836,5.040540541,4.2109375,3.485714286,4.764705882,,74,64,70,17,51.69190216,50.70861435,51.21298218,57.13174057,,373,269.5,244,80.99999999
39.0016927,-121.6279426,1890.245899,1894.620165,1905.254332,1896.691236,2.719008264,2.010948905,2.46835443,5,,121,137,79,16,51.97890854,57.52731705,47.66881943,49.71648026,,328.9999999,275.5,195,80
39.00237496,-121.5702723,1888.78857,1889.875852,1901.559155,1896.565614,8.093220339,5.913461538,7.189189189,6.222222222,,59,52,37,9,50.7575264,50.32355881,51.68541336,53.4091301,,477.5,307.5,266,56
39.00289079,-121.5705219,1888.78857,1889.875852,1901.559155,1896.565614,7.346153846,5.301724138,5.428571429,4.307692308,,65,58,49,13,51.25758362,49.98400879,49.95998383,56.66013718,,477.5,307.5,266,56
39.00382711,-121.637899,1890.245881,1894.464293,1906.480583,1903.071218,2.708,1.831967213,2.5625,3.736842105,,125,122,96,19,55.34622955,56.02998352,53.14001846,52.38225174,,338.5,223.5,246,71
39.00422478,-121.621677,1890.245899,1894.620165,1905.254332,1896.691236,2.573275862,1.791666667,2.451612903,4.722222222,,116,120,93,18,50.31276321,51.57952118,48.62651062,53.24441147,,298.5,215,228,85
39.00429148,-121.6275993,1890.245899,1894.620165,1905.254332,1896.691236,3.151785714,1.921487603,2.662337662,5.375,,112,121,77,16,56.00183487,54.15512466,48.89313126,51.93699265,,353,232.5,205,86
39.00435818,-121.6231361,1890.245899,1894.620165,1905.254332,1896.691236,3.096491228,2.039473684,2.44047619,4.3,,114,114,84,20,53.23852158,49.41676331,49.26415253,52.62463379,,353,232.5,205,86
39.0043607,-121.6366973,1890.245881,1894.464293,1906.480583,1903.071218,3.236363636,1.991596639,2.233009709,6.375,,110,119,103,16,56.15807724,52.91693878,53.41905212,51.54679871,,356,237,230,102
39.00462497,-121.6069141,1890.245868,1893.883422,1902.989038,1895.650146,3.129166667,1.723404255,2.628865979,6.2,,120,141,97,15,57.16339111,57.05320358,56.11398697,44.16178894,,375.5,243,255,93
39.0047609,-121.6454521,1890.245915,1893.960398,1905.739564,1903.891836,3.383211679,1.914012739,2.653061224,4.888888889,,137,157,98,18,64.67331696,52.24489212,49.03646469,63.81043625,,463.5,300.5,260,88
39.00549457,-121.6388431,1890.245881,1894.464293,1906.480583,1903.071218,3.042735043,1.559210526,2.346938776,4.857142857,,117,152,98,21,55.29283905,54.42296219,54.6289711,56.78939438,,356,237,230,102
39.00569214,-121.6292301,1890.245899,1894.620165,1905.254332,1896.691236,3.299065421,1.9375,2.411764706,12.28571429,,107,120,85,7,51.07734299,53.14572144,46.94665146,48.21573257,,353,232.5,205,86.00000003
39.00596146,-121.6416755,1890.245915,1893.960398,1905.739564,1903.891836,4.235294118,2.162878788,2.584269663,5.368421053,,102,132,89,19,55.07896423,55.2365036,54.55942535,55.07009888,,432,285.5,230,102
39.00602816,-121.6435638,1890.245915,1893.960398,1905.739564,1903.891836,3.756521739,2.114814815,2.14953271,5.368421053,,115,135,107,19,57.04334259,55.66057968,53.84516144,53.80073547,,432,285.5,230,102
39.00649503,-121.6426196,1890.245915,1893.960398,1905.739564,1903.891836,4.114285714,2.053956835,2.5,5.368421053,,105,139,92,19,57.44500732,55.84470749,54.24312973,54.28757477,,432,285.5000001,230,102
39.00729539,-121.6380706,1890.245881,1894.464293,1906.480583,1903.071218,3.405660377,1.701438849,2.033333333,7.625,,106,139,90,16,55.84534836,52.53005219,53.67037582,51.92490005,,361,236.5,183,122
39.00769304,-121.6148963,1890.245925,1894.676611,1904.393047,1895.650146,3.352678571,1.913385827,3.269230769,5.166666667,,112,127,78,18,59.41915131,52.00056076,48.52297211,54.38419342,,375.5,243,255,93.00000001
39.00836252,-121.6390148,1890.245881,1894.464293,1906.480583,1903.071218,3.989795918,2.138297872,2.934065934,4.888888889,,98,141,91,18,55.82978058,51.80149841,52.83760452,55.94719315,,391,301.5,267,88
39.00889356,-121.616098,1890.245925,1894.676611,1904.393047,1895.650146,2.920353982,1.82962963,2.688888889,5.5,,113,135,90,20,55.34207535,52.02354431,50.66983032,54.21164703,,330,247.0000001,242,110
39.00936294,-121.6432205,1890.245915,1893.960398,1905.739564,1903.891836,3.834710744,2.283783784,2.792079208,4.6875,,121,148,101,16,53.00692749,57.13448715,54.36820602,55.83253098,,464,338,282,75
39.00989397,-121.6127506,1890.245911,1894.415751,1904.9167,1896.886427,4.325842697,2.505208333,3.953125,7.111111111,,89,96,64,18,53.0646286,46.76768875,46.34877396,51.73700333,,385,240.5,253,128
39.01002988,-121.6391864,1890.245911,1894.73543,1907.49815,1904.025662,3.654205607,2.233333333,2.966666667,5.5,,107,135,90,16,54.52293015,54.64659882,53.60837555,55.17196274,,390.9999999,301.5,267,88
39.01016327,-121.640903,1890.245911,1894.641331,1905.86872,1904.758484,3.429824561,2.169064748,2.810526316,4.888888889,,114,139,95,18,54.37516022,56.87198257,54.68990707,54.59505844,,391,301.5,267,88
39.0114279,-121.6309467,1890.245911,1894.73543,1907.49815,1904.025662,3.169230769,2.041322314,2.727272727,8.4,,130,121,77,15,62.38760757,64.42019653,54.20542526,47.01089096,,412,247,210,126
39.01209735,-121.6386714,1890.245911,1894.73543,1907.49815,1904.025662,3.035433071,1.746575342,2.154639175,6.529411765,,127,146,97,17,55.59971619,54.51662827,52.35704422,57.38771439,,385.5,254.9999999,209,111
39.01249497,-121.6069141,1890.245911,1892.971366,1902.095203,1896.06581,5.5,3,4.147058824,4.578947368,,83,104,68,19,60.73535538,47.78620911,51.75364685,61.28473663,,456.5,312,282,86.99999999
39.01296181,-121.6295734,1890.245911,1894.601542,1905.127273,1897.690229,2.853741497,1.713235294,2.487804878,16.57142857,,147,136,82,7,62.82742691,56.75699615,51.5096817,52.99541855,,419.5000001,233,204,116
39.01309519,-121.6306892,1890.245911,1894.73543,1907.49815,1904.025662,2.724025974,1.849206349,2.615384615,19.33333333,,154,126,78,6,72.60268402,69.65271759,55.7714653,45.91258621,,419.5,233,204,116
39.01329526,-121.5676895,1888.795532,1891.274684,1901.371966,1898.220339,2.492424242,2.028169014,2.820224719,4.3,,132,142,89,20,55.70520782,66.8369751,48.14732361,59.82509995,,328.9999999,288,251,86
39.01389547,-121.6321483,1890.245911,1894.73543,1907.49815,1904.025662,2.689102564,1.941666667,2.649350649,29,,156,120,77,4,73.67541504,67.66759491,57.23809814,51.06560516,,419.5,233,204,116
39.01416223,-121.5676036,1888.795532,1891.274684,1901.371966,1898.220339,2.550387597,2.028169014,2.820224719,4.095238095,,129,142,89,21,56.4763031,66.68743134,47.01926804,59.4108696,,329,288,251,86
39.01489581,-121.6329208,1890.245911,1894.73543,1907.49815,1904.025662,3.251937984,1.8203125,2.487804878,23.2,,129,128,82,5,64.3139801,71.22962189,50.2836647,49.313591,,419.4999999,233,204,116
39.0149625,-121.5690627,1888.795532,1891.274684,1901.371966,1898.220339,2.455223881,1.811320755,2.788888889,4.095238095,,134,159,90,21,56.74575806,66.20357513,47.76567459,60.94298935,,329.0000001,288,251,86
39.01549601,-121.6324916,1890.245911,1894.73543,1907.49815,1904.025662,3.202290076,1.792307692,2.4,23.2,,131,130,85,5,64.38858795,72.42328644,48.75764847,50.3117485,,419.5,233,204,116
39.01576276,-121.6313758,1890.245911,1894.73543,1907.49815,1904.025662,3.062043796,1.676258993,2.318181818,19.33333333,,137,139,88,6,66.69096375,73.2671814,47.96898651,50.05464172,,419.5000001,233,204,116
39.01616289,-121.6291442,1890.245911,1894.601542,1905.127273,1897.690229,2.476666667,1.490506329,1.567164179,7.307692308,,150,158,134,13,62.50265884,59.66938019,56.80033112,55.26158524,,371.5000001,235.5,210,95
39.01649633,-121.6303459,1890.245911,1894.73543,1907.49815,1904.025662,2.634751773,1.591216216,2.1,15.83333333,,141,148,100,6,66.89820099,62.67652512,48.38898468,53.14708328,,371.5,235.5,210,94.99999998
39.01672318,-121.6978947,1886.7995,1892.083917,1903.482128,1889.194896,3.510948905,3.341059603,2.9765625,2.523809524,,137,151,128,21,58.46808624,50.57016754,56.3470459,54.1843338,,481,504.5000001,381,53
39.01742995,-121.6271701,1890.245911,1894.601542,1905.127273,1897.690229,3.290322581,1.885135135,1.830357143,5.571428571,,124,148,112,14,59.56171036,56.69232941,54.82074738,54.69740677,,408,279,205,77.99999999
39.01919056,-121.6791836,1887.50465,1892.832413,1905.286516,1904.758484,3.183823529,2.148148148,2.02173913,6.823529412,,136,162,138,17,55.79436111,57.89260483,53.4181366,44.76621628,,432.9999999,348,278.9999999,116
39.02045756,-121.6364178,1889.836688,1894.14288,1907.05241,1900.639302,2.746376812,1.867549669,1.7,5.842105263,,138,151,120,19,57.87385941,55.35925293,50.2120018,50.14574432,,379.0000001,282,204,111
39.02212464,-121.6390785,1889.836688,1894.14288,1907.05241,1900.639302,2.673611111,2.25390625,2.177083333,6.176470588,,144,128,96,17,56.56354904,56.12265396,49.08135986,53.83496094,,385,288.5,209,105
39.02259141,-121.6959206,1886.7995,1892.226868,1901.771435,1872.961625,2.672794118,2.391791045,3.5,5.333333333,,136,134,118,18,60.30778885,63.39072418,56.1456604,62.36515808,,363.5,320.5,413,95.99999999
39.02345827,-121.641911,1888.416042,1893.957426,1904.290758,1900.921449,2.583892617,2.202290076,2.2,5.526315789,,149,131,95,19,55.01861572,56.19891739,48.59400558,51.59100723,,384.9999999,288.5,209,105
